id,address,travel_duration_text,travel_duration_seconds,google_maps_url
2020410129,"22 Shorter Avenue, Narwee NSW 2209",1 hour 0 mins,3626,https://www.google.com/maps/dir/?api=1&origin=22+Shorter+Avenue%2C+Narwee+NSW+2209&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020410447,"129 Coronation Parade, Strathfield South NSW 2136",49 mins,2942,https://www.google.com/maps/dir/?api=1&origin=129+Coronation+Parade%2C+Strathfield+South+NSW+2136&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020411662,"9 Forster Street, Blakehurst NSW 2221",1 hour 5 mins,3915,https://www.google.com/maps/dir/?api=1&origin=9+Forster+Street%2C+Blakehurst+NSW+2221&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020411750,"14 Peace Avenue, Peakhurst Heights NSW 2210",56 mins,3382,https://www.google.com/maps/dir/?api=1&origin=14+Peace+Avenue%2C+Peakhurst+Heights+NSW+2210&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020411873,"24B Grove Avenue, Narwee NSW 2209",59 mins,3523,https://www.google.com/maps/dir/?api=1&origin=24B+Grove+Avenue%2C+Narwee+NSW+2209&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020414653,"375 West Botany Street, Rockdale NSW 2216",41 mins,2455,https://www.google.com/maps/dir/?api=1&origin=375+West+Botany+Street%2C+Rockdale+NSW+2216&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020414884,"55 Bruce Avenue, Belfield NSW 2191",1 hour 11 mins,4253,https://www.google.com/maps/dir/?api=1&origin=55+Bruce+Avenue%2C+Belfield+NSW+2191&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020415279,"18 Bouvardia Street, Punchbowl NSW 2196",1 hour 19 mins,4754,https://www.google.com/maps/dir/?api=1&origin=18+Bouvardia+Street%2C+Punchbowl+NSW+2196&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020415963,"38 Japonica Road, Epping NSW 2121",1 hour 20 mins,4798,https://www.google.com/maps/dir/?api=1&origin=38+Japonica+Road%2C+Epping+NSW+2121&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020416544,"97 Chiswick Road, Greenacre NSW 2190",1 hour 16 mins,4550,https://www.google.com/maps/dir/?api=1&origin=97+Chiswick+Road%2C+Greenacre+NSW+2190&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020419422,"21 John Street, Tempe NSW 2044",32 mins,1910,https://www.google.com/maps/dir/?api=1&origin=21+John+Street%2C+Tempe+NSW+2044&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020421985,"37 Eden Avenue, South Turramurra NSW 2074",1 hour 21 mins,4855,https://www.google.com/maps/dir/?api=1&origin=37+Eden+Avenue%2C+South+Turramurra+NSW+2074&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020422831,"31A Hart Street, Dundas Valley NSW 2117",1 hour 21 mins,4842,https://www.google.com/maps/dir/?api=1&origin=31A+Hart+Street%2C+Dundas+Valley+NSW+2117&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020422897,"5A Monomeeth Street, Bexley NSW 2207",46 mins,2738,https://www.google.com/maps/dir/?api=1&origin=5A+Monomeeth+Street%2C+Bexley+NSW+2207&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
